"dependent.var","numbers","repeat.var","repeat.var.value","Sector","Indicator","Sub-Indicator","Percent","Percent_groups","Population Reference"
"l2",0.815165877,"strata","qalqiliya_c","Livelihoods","% of HHs whose monthly income has decreased as a result of COVID-19","% of HHs whose monthly income has decreased as a result of COVID-19",81.52,"80% - 89%","Total Population"
"l2",0.804232804,"strata","ramallah_c","Livelihoods","% of HHs whose monthly income has decreased as a result of COVID-19","% of HHs whose monthly income has decreased as a result of COVID-19",80.42,"80% - 89%","Total Population"
"l2",0.680751174,"strata","salfit_c","Livelihoods","% of HHs whose monthly income has decreased as a result of COVID-19","% of HHs whose monthly income has decreased as a result of COVID-19",68.08,"60% - 69%","Total Population"
"l2",0.847619048,"strata","H2","Livelihoods","% of HHs whose monthly income has decreased as a result of COVID-19","% of HHs whose monthly income has decreased as a result of COVID-19",84.76,"80% - 89%","Total Population"
"l3",NA,"strata","tulkarm_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","Area_AB","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","bethlehem_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","hebron_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","jenin_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","jericho_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","jerusalem_2_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","nablus_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","qalqiliya_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","ramallah_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","salfit_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","tubas_c","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3",NA,"strata","H2","Livelihoods","% of households reporting that their typical monthly income has changed since the recent escalation","% of households reporting that their typical monthly income has changed since the recent escalation",NA,NA,"Total Population"
"l3a",NA,"strata","qalqiliya_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","salfit_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","tubas_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","tulkarm_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","ramallah_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","Area_AB","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","bethlehem_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","hebron_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","jenin_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","jericho_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","jerusalem_2_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","nablus_c","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l3a",NA,"strata","H2","Livelihoods","% of households reporting an impact of the recent conflict on their livelihood assets or resources","% of households reporting an impact of the recent conflict on their livelihood assets or resources",NA,NA,"Total Population"
"l4a",0.309178744,"strata","tulkarm_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",30.92,"30% - 39%","Total Population"
"l4a",0.465408805,"strata","tubas_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",46.54,"40% - 49%","Total Population"
"l4a",0.408839779,"strata","bethlehem_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",40.88,"40% - 49%","Total Population"
"l4a",0.356435644,"strata","hebron_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",35.64,"30% - 39%","Total Population"
"l4a",0.43062201,"strata","H2","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",43.06,"40% - 49%","Total Population"
"l4a",0.395,"strata","Area_AB","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",39.5,"30% - 39%","Total Population"
"l4a",0.406060606,"strata","jerusalem_2_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",40.61,"40% - 49%","Total Population"
"l4a",0.450777202,"strata","nablus_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",45.08,"40% - 49%","Total Population"
"l4a",0.324873096,"strata","jenin_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",32.49,"30% - 39%","Total Population"
"l4a",0.46728972,"strata","jericho_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",46.73,"40% - 49%","Total Population"
"l4a",0.284946237,"strata","salfit_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",28.49,"20% - 29%","Total Population"
"l4a",0.406091371,"strata","qalqiliya_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",40.61,"40% - 49%","Total Population"
"l4a",0.343195266,"strata","ramallah_c","Livelihoods","% of HHs reporting a debt value of more than NIS 5,000","% of HHs with a debt value of more than NIS 5,000",34.32,"30% - 39%","Total Population"
"l4b",0.252475248,"strata","hebron_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",25.25,"20% - 29%","Total Population"
"l4b",0.303867403,"strata","bethlehem_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",30.39,"30% - 39%","Total Population"
"l4b",0.295,"strata","Area_AB","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",29.5,"20% - 29%","Total Population"
"l4b",0.331606218,"strata","nablus_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",33.16,"30% - 39%","Total Population"
"l4b",0.233502538,"strata","jenin_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",23.35,"20% - 29%","Total Population"
"l4b",0.303738318,"strata","jericho_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",30.37,"30% - 39%","Total Population"
"l4b",0.272727273,"strata","jerusalem_2_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",27.27,"20% - 29%","Total Population"
"l4b",0.314465409,"strata","tubas_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",31.45,"30% - 39%","Total Population"
"l4b",0.324873096,"strata","qalqiliya_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",32.49,"30% - 39%","Total Population"
"l4b",0.213017751,"strata","ramallah_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",21.3,"20% - 29%","Total Population"
"l4b",0.166666667,"strata","salfit_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",16.67,"10% - 19%","Total Population"
"l4b",0.231884058,"strata","tulkarm_c","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",23.19,"20% - 29%","Total Population"
"l4b",0.277511962,"strata","H2","Livelihoods","% of HHs reporting a debt value of more than NIS 10,000","% of HHs with a debt value of more than NIS 10,000",27.75,"20% - 29%","Total Population"
"l5",0.275862069,"strata","hebron_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",27.59,"20% - 29%","Total Population"
"l5",0.3125,"strata","Area_AB","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",31.25,"30% - 39%","Total Population"
"l5",0.28021978,"strata","bethlehem_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",28.02,"20% - 29%","Total Population"
"l5",0.486631016,"strata","jerusalem_2_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",48.66,"40% - 49%","Total Population"
"l5",0.246376812,"strata","nablus_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",24.64,"20% - 29%","Total Population"
"l5",0.224299065,"strata","jenin_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",22.43,"20% - 29%","Total Population"
"l5",0.418103448,"strata","jericho_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",41.81,"40% - 49%","Total Population"
"l5",0.23943662,"strata","salfit_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",23.94,"20% - 29%","Total Population"
"l5",0.104712042,"strata","tubas_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",10.47,"10% - 19%","Total Population"
"l5",0.236966825,"strata","qalqiliya_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",23.7,"20% - 29%","Total Population"
"l5",0.333333333,"strata","ramallah_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",33.33,"30% - 39%","Total Population"
"l5",0.182242991,"strata","tulkarm_c","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",18.22,"10% - 19%","Total Population"
"l5",0.304761905,"strata","H2","Livelihoods","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","% HHs unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)",30.48,"30% - 39%","Total Population"
"l5_i",0.029126214,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",2.91,"0% - 9%","HHs with debt"
"l5_i",0.048543689,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",4.85,"0% - 9%","HHs with debt"
"l5_i",0.035087719,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",3.51,"0% - 9%","HHs with debt"
"l5_i",0.040322581,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",4.03,"0% - 9%","HHs with debt"
"l5_i",0.033057851,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",3.31,"0% - 9%","HHs with debt"
"l5_i",0.056074766,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",5.61,"0% - 9%","HHs with debt"
"l5_i",0.048913043,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",4.89,"0% - 9%","HHs with debt"
"l5_i",0.008264463,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",0.83,"0% - 9%","HHs with debt"
"l5_i",0,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",0,"0% - 9%","HHs with debt"
"l5_i",0.048387097,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",4.84,"0% - 9%","HHs with debt"
"l5_i",0.017241379,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",1.72,"0% - 9%","HHs with debt"
"l5_i",0.020618557,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",2.06,"0% - 9%","HHs with debt"
"l5_i",0.085271318,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Healthcare",8.53,"0% - 9%","HHs with debt"
"l5_ii",0.019417476,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",1.94,"0% - 9%","HHs with debt"
"l5_ii",0.009345794,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",0.93,"0% - 9%","HHs with debt"
"l5_ii",0.00877193,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Food",0.88,"0% - 9%","HHs with debt"
"l5_ii",0.058252427,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",5.83,"0% - 9%","HHs with debt"
"l5_ii",0.008064516,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",0.81,"0% - 9%","HHs with debt"
"l5_ii",0.059782609,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",5.98,"0% - 9%","HHs with debt"
"l5_ii",0,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",0,"0% - 9%","HHs with debt"
"l5_ii",0.008264463,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",0.83,"0% - 9%","HHs with debt"
"l5_ii",0.051546392,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",5.15,"0% - 9%","HHs with debt"
"l5_ii",0.051724138,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",5.17,"0% - 9%","HHs with debt"
"l5_ii",0.016528926,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",1.65,"0% - 9%","HHs with debt"
"l5_ii",0.015384615,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Food",1.54,"0% - 9%","HHs with debt"
"l5_ii",0.054263566,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Food",5.43,"0% - 9%","HHs with debt"
"l5_iii",0.028037383,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",2.8,"0% - 9%","HHs with debt"
"l5_iii",0.052631579,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Education",5.26,"0% - 9%","HHs with debt"
"l5_iii",0.019417476,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",1.94,"0% - 9%","HHs with debt"
"l5_iii",0.019417476,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",1.94,"0% - 9%","HHs with debt"
"l5_iii",0.016528926,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",1.65,"0% - 9%","HHs with debt"
"l5_iii",0.024193548,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",2.42,"0% - 9%","HHs with debt"
"l5_iii",0.016304348,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",1.63,"0% - 9%","HHs with debt"
"l5_iii",0.048387097,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",4.84,"0% - 9%","HHs with debt"
"l5_iii",0,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",0,"0% - 9%","HHs with debt"
"l5_iii",0.020618557,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",2.06,"0% - 9%","HHs with debt"
"l5_iii",0.043103448,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",4.31,"0% - 9%","HHs with debt"
"l5_iii",0.008264463,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Education",0.83,"0% - 9%","HHs with debt"
"l5_iii",0.031007752,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Education",3.1,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_iv",0,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Basic household expenditures",0,"0% - 9%","HHs with debt"
"l5_ix",0.20661157,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",20.66,"20% - 29%","HHs with debt"
"l5_ix",0.078947368,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",7.89,"0% - 9%","HHs with debt"
"l5_ix",0.174757282,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",17.48,"10% - 19%","HHs with debt"
"l5_ix",0.097087379,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",9.71,"0% - 9%","HHs with debt"
"l5_ix",0.14953271,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",14.95,"10% - 19%","HHs with debt"
"l5_ix",0.125,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",12.5,"10% - 19%","HHs with debt"
"l5_ix",0.064516129,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",6.45,"0% - 9%","HHs with debt"
"l5_ix",0.181818182,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",18.18,"10% - 19%","HHs with debt"
"l5_ix",0.053846154,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",5.38,"0% - 9%","HHs with debt"
"l5_ix",0.10483871,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",10.48,"10% - 19%","HHs with debt"
"l5_ix",0.086206897,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",8.62,"0% - 9%","HHs with debt"
"l5_ix",0.18556701,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",18.56,"10% - 19%","HHs with debt"
"l5_ix",0.093023256,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Building reconstruction/rehabilitation",9.3,"0% - 9%","HHs with debt"
"l5_v",0.08411215,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",8.41,"0% - 9%","HHs with debt"
"l5_v",0.114130435,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",11.41,"10% - 19%","HHs with debt"
"l5_v",0.105263158,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",10.53,"10% - 19%","HHs with debt"
"l5_v",0.029126214,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",2.91,"0% - 9%","HHs with debt"
"l5_v",0.009708738,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",0.97,"0% - 9%","HHs with debt"
"l5_v",0.077586207,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",7.76,"0% - 9%","HHs with debt"
"l5_v",0.040322581,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",4.03,"0% - 9%","HHs with debt"
"l5_v",0.082644628,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",8.26,"0% - 9%","HHs with debt"
"l5_v",0.048387097,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",4.84,"0% - 9%","HHs with debt"
"l5_v",0.07751938,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",7.75,"0% - 9%","HHs with debt"
"l5_v",0.05785124,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",5.79,"0% - 9%","HHs with debt"
"l5_v",0.507692308,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",50.77,"50% - 59%","HHs with debt"
"l5_v",0.06185567,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Business-related expenses or loans",6.19,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vi",0.01754386,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",1.75,"0% - 9%","HHs with debt"
"l5_vi",0.009708738,"strata","bethlehem_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0.97,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vi",0.009345794,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0.93,"0% - 9%","HHs with debt"
"l5_vi",0.008264463,"strata","nablus_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0.83,"0% - 9%","HHs with debt"
"l5_vi",0.008064516,"strata","qalqiliya_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0.81,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","ramallah_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","jerusalem_2_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","tubas_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vi",0.010309278,"strata","tulkarm_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",1.03,"0% - 9%","HHs with debt"
"l5_vi",0.007751938,"strata","H2","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0.78,"0% - 9%","HHs with debt"
"l5_vi",0,"strata","salfit_c","Livelihoods","% of HHs by primary reason for taking on debt","Clothing or NFIs",0,"0% - 9%","HHs with debt"
"l5_vii",0,"strata","hebron_c","Livelihoods","% of HHs by primary reason for taking on debt","Purchasing productive assets for small business or income-generating activities",0,"0% - 9%","HHs with debt"
"l5_vii",0,"strata","jenin_c","Livelihoods","% of HHs by primary reason for taking on debt","Purchasing productive assets for small business or income-generating activities",0,"0% - 9%","HHs with debt"
"l5_vii",0,"strata","jericho_c","Livelihoods","% of HHs by primary reason for taking on debt","Purchasing productive assets for small business or income-generating activities",0,"0% - 9%","HHs with debt"
"l5_vii",0,"strata","Area_AB","Livelihoods","% of HHs by primary reason for taking on debt","Purchasing productive assets for small business or income-generating activities",0,"0% - 9%","HHs with debt"
