"dependent.var","numbers","repeat.var","Area","Sector","research.question","Indicator","Percent","Percent_groups","Population Reference"
"hlth_wash_vul",0.652173913043478,"strata","Nablus Area C","Vulnerability","Health and Wash","Health and Wash",65,"60% - 69%","Total Population"
"hlth_wash_vul",0.540284360189573,"strata","Qalqilya Area C","Vulnerability","Health and Wash","Health and Wash",54,"50% - 59%","Total Population"
"hlth_wash_vul",0.534391534391534,"strata","Ramallah Area C","Vulnerability","Health and Wash","Health and Wash",53,"50% - 59%","Total Population"
"hlth_wash_vul",0.366197183098592,"strata","Salfit Area C","Vulnerability","Health and Wash","Health and Wash",37,"30% - 39%","Total Population"
"hlth_wash_vul",0.732984293193717,"strata","Tubas Area C","Vulnerability","Health and Wash","Health and Wash",73,"70% - 79%","Total Population"
"hlth_wash_vul",0.616822429906542,"strata","Tulkarm Area C","Vulnerability","Health and Wash","Health and Wash",62,"60% - 69%","Total Population"
"hlth_wash_vul",0.595238095238095,"strata","H2","Vulnerability","Health and Wash","Health and Wash",60,"60% - 69%","Total Population"
"l_1",0.205607476635514,"strata","Tulkarm Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",21,"20% - 29%","Total Population"
"l_1",0.192307692307692,"strata","Area_AB","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",19,"10% - 19%","Total Population"
"l_1",0.230769230769231,"strata","Bethlehem Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",23,"20% - 29%","Total Population"
"l_1",0.0886699507389163,"strata","Hebron Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",9,"0% - 9%","Total Population"
"l_1",0.121495327102804,"strata","Jenin Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",12,"10% - 19%","Total Population"
"l_1",0.0948275862068965,"strata","Jericho Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",9,"0% - 9%","Total Population"
"l_1",0.20855614973262,"strata","Jerusalem_2 Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",21,"20% - 29%","Total Population"
"l_1",0.169082125603865,"strata","Nablus Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",17,"10% - 19%","Total Population"
"l_1",0.194312796208531,"strata","Qalqilya Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",19,"10% - 19%","Total Population"
"l_1",0.137566137566138,"strata","Ramallah Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",14,"10% - 19%","Total Population"
"l_1",0.154929577464789,"strata","Salfit Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",15,"10% - 19%","Total Population"
"l_1",0.104712041884817,"strata","Tubas Area C","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",10,"10% - 19%","Total Population"
"l_1",0.0952380952380952,"strata","H2","Employment Vulnerability","% of HHs with at least one adult (18+) unemployed and seeking work","% of HHs with at least one adult (18+) unemployed and seeking work",10,"10% - 19%","Total Population"
"l_2",0.565420560747664,"strata","Tulkarm Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",57,"50% - 59%","Total Population"
"l_2",0.336538461538462,"strata","Area_AB","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",34,"30% - 39%","Total Population"
"l_2",0.532967032967033,"strata","Bethlehem Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",53,"50% - 59%","Total Population"
"l_2",0.300492610837438,"strata","Hebron Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",30,"30% - 39%","Total Population"
"l_2",0.514018691588785,"strata","Jenin Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",51,"50% - 59%","Total Population"
"l_2",0.788793103448276,"strata","Jericho Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",79,"70% - 79%","Total Population"
"l_2",0.438502673796791,"strata","Jerusalem_2 Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",44,"40% - 49%","Total Population"
"l_2",0.541062801932367,"strata","Nablus Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",54,"50% - 59%","Total Population"
"l_2",0.497630331753554,"strata","Qalqilya Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",50,"50% - 59%","Total Population"
"l_2",0.35978835978836,"strata","Ramallah Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",36,"30% - 39%","Total Population"
"l_2",0.413145539906103,"strata","Salfit Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",41,"40% - 49%","Total Population"
"l_2",0.565445026178011,"strata","Tubas Area C","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",57,"50% - 59%","Total Population"
"l_2",0.323809523809524,"strata","H2","Employment Vulnerability","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection","% of HHs who earned income from precarious or unstable sources in the 30 days prior to data collection",32,"30% - 39%","Total Population"
"liv_food_vul",0.471153846153846,"strata","Area_AB","Vulnerability","Livelihoods and Food","Livelihoods and Food",47,"40% - 49%","Total Population"
"liv_food_vul",0.659340659340659,"strata","Bethlehem Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",66,"60% - 69%","Total Population"
"liv_food_vul",0.374384236453202,"strata","Hebron Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",37,"30% - 39%","Total Population"
"liv_food_vul",0.574766355140187,"strata","Jenin Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",57,"50% - 59%","Total Population"
"liv_food_vul",0.823275862068966,"strata","Jericho Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",82,"80% - 89%","Total Population"
"liv_food_vul",0.625668449197861,"strata","Jerusalem_2 Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",63,"60% - 69%","Total Population"
"liv_food_vul",0.63768115942029,"strata","Nablus Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",64,"60% - 69%","Total Population"
"liv_food_vul",0.616113744075829,"strata","Qalqilya Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",62,"60% - 69%","Total Population"
"liv_food_vul",0.502645502645503,"strata","Ramallah Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",50,"50% - 59%","Total Population"
"liv_food_vul",0.507042253521127,"strata","Salfit Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",51,"50% - 59%","Total Population"
"liv_food_vul",0.628272251308901,"strata","Tubas Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",63,"60% - 69%","Total Population"
"liv_food_vul",0.663551401869159,"strata","Tulkarm Area C","Vulnerability","Livelihoods and Food","Livelihoods and Food",66,"60% - 69%","Total Population"
"liv_food_vul",0.404761904761905,"strata","H2","Vulnerability","Livelihoods and Food","Livelihoods and Food",40,"40% - 49%","Total Population"
"liv_hlth_vul",0.697115384615385,"strata","Area_AB","Vulnerability","Livelihoods and Health","Livelihoods and Health",70,"70% - 79%","Total Population"
"liv_hlth_vul",0.807692307692308,"strata","Bethlehem Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",81,"80% - 89%","Total Population"
"liv_hlth_vul",0.536945812807882,"strata","Hebron Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",54,"50% - 59%","Total Population"
"liv_hlth_vul",0.691588785046729,"strata","Jenin Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",69,"60% - 69%","Total Population"
"liv_hlth_vul",0.900862068965517,"strata","Jericho Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",90,"90% - 100%","Total Population"
"liv_hlth_vul",0.689839572192513,"strata","Jerusalem_2 Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",69,"60% - 69%","Total Population"
"liv_hlth_vul",0.772946859903382,"strata","Nablus Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",77,"70% - 79%","Total Population"
"liv_hlth_vul",0.748815165876777,"strata","Qalqilya Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",75,"70% - 79%","Total Population"
"liv_hlth_vul",0.645502645502646,"strata","Ramallah Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",65,"60% - 69%","Total Population"
"liv_hlth_vul",0.582159624413146,"strata","Salfit Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",58,"50% - 59%","Total Population"
"liv_hlth_vul",0.706806282722513,"strata","Tubas Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",71,"70% - 79%","Total Population"
"liv_hlth_vul",0.771028037383178,"strata","Tulkarm Area C","Vulnerability","Livelihoods and Health","Livelihoods and Health",77,"70% - 79%","Total Population"
"liv_hlth_vul",0.642857142857143,"strata","H2","Vulnerability","Livelihoods and Health","Livelihoods and Health",64,"60% - 69%","Total Population"
"liv_pov_vul",0.600961538461539,"strata","Area_AB","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",60,"60% - 69%","Total Population"
"liv_pov_vul",0.714285714285714,"strata","Bethlehem Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",71,"70% - 79%","Total Population"
"liv_pov_vul",0.566502463054187,"strata","Hebron Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",57,"50% - 59%","Total Population"
"liv_pov_vul",0.644859813084112,"strata","Jenin Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",64,"60% - 69%","Total Population"
"liv_pov_vul",0.866379310344828,"strata","Jericho Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",87,"80% - 89%","Total Population"
"liv_pov_vul",0.74331550802139,"strata","Jerusalem_2 Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",74,"70% - 79%","Total Population"
"liv_pov_vul",0.710144927536232,"strata","Nablus Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",71,"70% - 79%","Total Population"
"liv_pov_vul",0.649289099526066,"strata","Qalqilya Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",65,"60% - 69%","Total Population"
"liv_pov_vul",0.64021164021164,"strata","Ramallah Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",64,"60% - 69%","Total Population"
"liv_pov_vul",0.586854460093897,"strata","Salfit Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",59,"50% - 59%","Total Population"
"liv_pov_vul",0.68586387434555,"strata","Tubas Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",69,"60% - 69%","Total Population"
"liv_pov_vul",0.686915887850467,"strata","Tulkarm Area C","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",69,"60% - 69%","Total Population"
"liv_pov_vul",0.580952380952381,"strata","H2","Vulnerability","Livelihoods and Monetary","Livelihoods and Monetary",58,"50% - 59%","Total Population"
"liv_prot_vul",0.600961538461539,"strata","Area_AB","Vulnerability","Livelihods and Protection","Livelihods and Protection",60,"60% - 69%","Total Population"
"liv_prot_vul",0.763736263736264,"strata","Bethlehem Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",76,"70% - 79%","Total Population"
"liv_prot_vul",0.463054187192118,"strata","Hebron Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",46,"40% - 49%","Total Population"
"liv_prot_vul",0.691588785046729,"strata","Jenin Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",69,"60% - 69%","Total Population"
"liv_prot_vul",0.900862068965517,"strata","Jericho Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",90,"90% - 100%","Total Population"
"liv_prot_vul",0.663101604278075,"strata","Jerusalem_2 Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",66,"60% - 69%","Total Population"
"liv_prot_vul",0.72463768115942,"strata","Nablus Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",72,"70% - 79%","Total Population"
"liv_prot_vul",0.639810426540284,"strata","Qalqilya Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",64,"60% - 69%","Total Population"
"liv_prot_vul",0.666666666666667,"strata","Ramallah Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",67,"60% - 69%","Total Population"
"liv_prot_vul",0.549295774647887,"strata","Salfit Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",55,"50% - 59%","Total Population"
"liv_prot_vul",0.643979057591623,"strata","Tubas Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",64,"60% - 69%","Total Population"
"liv_prot_vul",0.752336448598131,"strata","Tulkarm Area C","Vulnerability","Livelihods and Protection","Livelihods and Protection",75,"70% - 79%","Total Population"
"liv_prot_vul",0.561904761904762,"strata","H2","Vulnerability","Livelihods and Protection","Livelihods and Protection",56,"50% - 59%","Total Population"
"liv_shltr_vul",0.528846153846154,"strata","Area_AB","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",53,"50% - 59%","Total Population"
"liv_shltr_vul",0.686813186813187,"strata","Bethlehem Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",69,"60% - 69%","Total Population"
"liv_shltr_vul",0.571428571428571,"strata","Hebron Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",57,"50% - 59%","Total Population"
"liv_shltr_vul",0.700934579439252,"strata","Jenin Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",70,"70% - 79%","Total Population"
"liv_shltr_vul",0.918103448275862,"strata","Jericho Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",92,"90% - 100%","Total Population"
"liv_shltr_vul",0.631016042780749,"strata","Jerusalem_2 Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",63,"60% - 69%","Total Population"
"liv_shltr_vul",0.714975845410628,"strata","Nablus Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",71,"70% - 79%","Total Population"
"liv_shltr_vul",0.635071090047393,"strata","Qalqilya Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",64,"60% - 69%","Total Population"
"liv_shltr_vul",0.560846560846561,"strata","Ramallah Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",56,"50% - 59%","Total Population"
"liv_shltr_vul",0.572769953051643,"strata","Salfit Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",57,"50% - 59%","Total Population"
"liv_shltr_vul",0.853403141361257,"strata","Tubas Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",85,"80% - 89%","Total Population"
"liv_shltr_vul",0.761682242990654,"strata","Tulkarm Area C","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",76,"70% - 79%","Total Population"
"liv_shltr_vul",0.614285714285714,"strata","H2","Vulnerability","Livelihoods and Shelter","Livelihoods and Shelter",61,"60% - 69%","Total Population"
"liv_vul",0.395238095238095,"strata","H2","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",40,"40% - 49%","Total Population"
"liv_vul",0.432692307692308,"strata","Area_AB","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",43,"40% - 49%","Total Population"
"liv_vul",0.637362637362637,"strata","Bethlehem Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",64,"60% - 69%","Total Population"
"liv_vul",0.364532019704433,"strata","Hebron Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",36,"30% - 39%","Total Population"
"liv_vul",0.570093457943925,"strata","Jenin Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",57,"50% - 59%","Total Population"
"liv_vul",0.801724137931034,"strata","Jericho Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",80,"80% - 89%","Total Population"
"liv_vul",0.545454545454545,"strata","Jerusalem_2 Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",55,"50% - 59%","Total Population"
"liv_vul",0.613526570048309,"strata","Nablus Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",61,"60% - 69%","Total Population"
"liv_vul",0.578199052132701,"strata","Qalqilya Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",58,"50% - 59%","Total Population"
"liv_vul",0.433862433862434,"strata","Ramallah Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",43,"40% - 49%","Total Population"
"liv_vul",0.488262910798122,"strata","Salfit Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",49,"40% - 49%","Total Population"
"liv_vul",0.617801047120419,"strata","Tubas Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",62,"60% - 69%","Total Population"
"liv_vul",0.640186915887851,"strata","Tulkarm Area C","Employment Vulnerability","% of HHs experiencing employment vulnerability","% of HHs experiencing employment vulnerability",64,"60% - 69%","Total Population"
"liv_wash_vul",0.591346153846154,"strata","Area_AB","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",59,"50% - 59%","Total Population"
"liv_wash_vul",0.736263736263736,"strata","Bethlehem Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",74,"70% - 79%","Total Population"
"liv_wash_vul",0.605911330049261,"strata","Hebron Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",61,"60% - 69%","Total Population"
"liv_wash_vul",0.626168224299065,"strata","Jenin Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",63,"60% - 69%","Total Population"
"liv_wash_vul",0.948275862068966,"strata","Jericho Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",95,"90% - 100%","Total Population"
"liv_wash_vul",0.695187165775401,"strata","Jerusalem_2 Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",70,"70% - 79%","Total Population"
"liv_wash_vul",0.719806763285024,"strata","Nablus Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",72,"70% - 79%","Total Population"
"liv_wash_vul",0.66824644549763,"strata","Qalqilya Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",67,"60% - 69%","Total Population"
"liv_wash_vul",0.55026455026455,"strata","Ramallah Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",55,"50% - 59%","Total Population"
"liv_wash_vul",0.539906103286385,"strata","Salfit Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",54,"50% - 59%","Total Population"
"liv_wash_vul",0.827225130890052,"strata","Tubas Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",83,"80% - 89%","Total Population"
"liv_wash_vul",0.728971962616823,"strata","Tulkarm Area C","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",73,"70% - 79%","Total Population"
"liv_wash_vul",0.59047619047619,"strata","H2","Vulnerability","Livelihoods and Wash","Livelihoods and Wash",59,"50% - 59%","Total Population"
"m_1",0.028436018957346,"strata","Qalqilya Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",3,"0% - 9%","Total Population"
"m_1",0.0865384615384615,"strata","Area_AB","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",9,"0% - 9%","Total Population"
"m_1",0.0934065934065934,"strata","Bethlehem Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",9,"0% - 9%","Total Population"
"m_1",0.0591133004926108,"strata","Hebron Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",6,"0% - 9%","Total Population"
"m_1",0.0467289719626168,"strata","Jenin Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",5,"0% - 9%","Total Population"
"m_1",0.146551724137931,"strata","Jericho Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",15,"10% - 19%","Total Population"
"m_1",0.0802139037433155,"strata","Jerusalem_2 Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",8,"0% - 9%","Total Population"
"m_1",0.00966183574879227,"strata","Nablus Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",1,"0% - 9%","Total Population"
"m_1",0.0654205607476636,"strata","Tulkarm Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",7,"0% - 9%","Total Population"
"m_1",0.0687830687830688,"strata","Ramallah Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",7,"0% - 9%","Total Population"
"m_1",0.00938967136150235,"strata","Salfit Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",1,"0% - 9%","Total Population"
"m_1",0.0680628272251309,"strata","Tubas Area C","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",7,"0% - 9%","Total Population"
"m_1",0.0428571428571429,"strata","H2","Monetary Resources Vulnerability","% of HHs experiencing poverty "," % of HHs whose  food expenditure share and water expenditure share is atleast 80%",4,"0% - 9%","Total Population"
"m_2",0.40650406504065,"strata","Qalqilya Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",41,"40% - 49%","Total Population"
"m_2",0.585585585585586,"strata","Area_AB","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",59,"50% - 59%","Total Population"
"m_2",0.5,"strata","Bethlehem Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",50,"50% - 59%","Total Population"
"m_2",0.554455445544555,"strata","Hebron Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",55,"50% - 59%","Total Population"
"m_2",0.475247524752475,"strata","Jenin Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",48,"40% - 49%","Total Population"
"m_2",0.563953488372093,"strata","Jericho Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",56,"50% - 59%","Total Population"
"m_2",0.733870967741935,"strata","Jerusalem_2 Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",73,"70% - 79%","Total Population"
"m_2",0.432203389830508,"strata","Nablus Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",43,"40% - 49%","Total Population"
"m_2",0.40625,"strata","Tulkarm Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",41,"40% - 49%","Total Population"
"m_2",0.547826086956522,"strata","Ramallah Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",55,"50% - 59%","Total Population"
"m_2",0.425,"strata","Salfit Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",42,"40% - 49%","Total Population"
"m_2",0.163934426229508,"strata","Tubas Area C","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",16,"10% - 19%","Total Population"
"m_2",0.5,"strata","H2","Monetary Resources Vulnerability","% of HHs who have accrued debt to meet household needs
","% of HHs reporting one of the primary reasons for taking on debt is: education,basic household expenditure,healthcare,food",50,"50% - 59%","Total Population"
"no_vul",0.0710900473933649,"strata","Qalqilya Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",7,"0% - 9%","Total Population"
"no_vul",0.037037037037037,"strata","Ramallah Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",4,"0% - 9%","Total Population"
"no_vul",0.0480769230769231,"strata","Area_AB","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",5,"0% - 9%","Total Population"
"no_vul",0.0714285714285714,"strata","Bethlehem Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",7,"0% - 9%","Total Population"
"no_vul",0.0591133004926108,"strata","Hebron Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",6,"0% - 9%","Total Population"
"no_vul",0.0934579439252336,"strata","Jenin Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",9,"0% - 9%","Total Population"
"no_vul",0.00431034482758621,"strata","Jericho Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",0,"0% - 9%","Total Population"
"no_vul",0.0588235294117647,"strata","Jerusalem_2 Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",6,"0% - 9%","Total Population"
"no_vul",0.072463768115942,"strata","Nablus Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",7,"0% - 9%","Total Population"
"no_vul",0.0327102803738318,"strata","Tulkarm Area C","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",3,"0% - 9%","Total Population"
"no_vul",0.0666666666666667,"strata","H2","Vulnerability","% of HH with no vulnerability","% of HH with no vulnerability",7,"0% - 9%","Total Population"
