"dependent.var","independent.var.value","numbers","repeat.var","Area","Vulnerability Dimension","research.question","Indicator","Percent","Percent_groups","Population Reference"
"hlth_shltr_vul","Non Refugee households",0.4,"strata","Ash Shati' Camp","Vulnerability","Health and Shelther","Health and Shelther",40,"40% - 49%","Total Population"
"hlth_shltr_vul","Out-of Camp Refugee households",0.383928571428571,"strata","Umm an Naser","Vulnerability","Health and Shelther","Health and Shelther",38,"30% - 39%","Total Population"
"hlth_shltr_vul","Non Refugee households",0.571428571428571,"strata","Umm an Naser","Vulnerability","Health and Shelther","Health and Shelther",57,"50% - 59%","Total Population"
"hlth_shltr_vul","Out-of Camp Refugee households",0.320388349514563,"strata","Wadi as Salqa","Vulnerability","Health and Shelther","Health and Shelther",32,"30% - 39%","Total Population"
"hlth_shltr_vul","Non Refugee households",0.3125,"strata","Wadi as Salqa","Vulnerability","Health and Shelther","Health and Shelther",31,"30% - 39%","Total Population"
"hlth_shltr_vul","Male headed households",0.355371900826446,"strata","Rafah","Vulnerability","Health and Shelther","Health and Shelther",36,"30% - 39%","Total Population"
"hlth_shltr_vul","Female headed households",0.538461538461538,"strata","Rafah","Vulnerability","Health and Shelther","Health and Shelther",54,"50% - 59%","Total Population"
"hlth_shltr_vul","Households without disability",0.277777777777778,"strata","Khuza'a","Vulnerability","Health and Shelther","Health and Shelther",28,"20% - 29%","Total Population"
"hlth_shltr_vul","Households with disability",0.588235294117647,"strata","Khuza'a","Vulnerability","Health and Shelther","Health and Shelther",59,"50% - 59%","Total Population"
"hlth_shltr_vul","Households without disability",0.11304347826087,"strata","Madinat Ezahra","Vulnerability","Health and Shelther","Health and Shelther",11,"10% - 19%","Total Population"
"hlth_shltr_vul","Households with disability",0.25,"strata","Madinat Ezahra","Vulnerability","Health and Shelther","Health and Shelther",25,"20% - 29%","Total Population"
"hlth_shltr_vul","Households with disability",0.611111111111111,"strata","Al Maghazi Camp","Vulnerability","Health and Shelther","Health and Shelther",61,"60% - 69%","Total Population"
"hlth_shltr_vul","Households without disability",0.302752293577982,"strata","Al Maghazi Camp","Vulnerability","Health and Shelther","Health and Shelther",30,"30% - 39%","Total Population"
"hlth_shltr_vul","Households without disability",0.383838383838384,"strata","An Nuseirat Camp","Vulnerability","Health and Shelther","Health and Shelther",38,"30% - 39%","Total Population"
"hlth_shltr_vul","Households with disability",0.533333333333333,"strata","An Nuseirat Camp","Vulnerability","Health and Shelther","Health and Shelther",53,"50% - 59%","Total Population"
"hlth_shltr_vul","Households without disability",0.303571428571429,"strata","Rafah","Vulnerability","Health and Shelther","Health and Shelther",30,"30% - 39%","Total Population"
"hlth_shltr_vul","Households with disability",0.727272727272727,"strata","Rafah","Vulnerability","Health and Shelther","Health and Shelther",73,"70% - 79%","Total Population"
"hlth_shltr_vul","Households without disability",0.255102040816327,"strata","Rafah Camp","Vulnerability","Health and Shelther","Health and Shelther",26,"20% - 29%","Total Population"
"hlth_shltr_vul","Male headed households",0.363636363636364,"strata","Ash Shati' Camp","Vulnerability","Health and Shelther","Health and Shelther",36,"30% - 39%","Total Population"
"hlth_shltr_vul","Female headed households",0.529411764705882,"strata","Ash Shati' Camp","Vulnerability","Health and Shelther","Health and Shelther",53,"50% - 59%","Total Population"
"hlth_shltr_vul","Male headed households",0.348214285714286,"strata","Rafah Camp","Vulnerability","Health and Shelther","Health and Shelther",35,"30% - 39%","Total Population"
"hlth_shltr_vul","Female headed households",0.4375,"strata","Rafah Camp","Vulnerability","Health and Shelther","Health and Shelther",44,"40% - 49%","Total Population"
"hlth_shltr_vul","Male headed households",0.313725490196078,"strata","Wadi as Salqa","Vulnerability","Health and Shelther","Health and Shelther",31,"30% - 39%","Total Population"
"hlth_shltr_vul","Female headed households",0.352941176470588,"strata","Wadi as Salqa","Vulnerability","Health and Shelther","Health and Shelther",35,"30% - 39%","Total Population"
"hlth_shltr_vul","Female headed households",0.384615384615385,"strata","Umm an Naser","Vulnerability","Health and Shelther","Health and Shelther",38,"30% - 39%","Total Population"
"hlth_shltr_vul","Male headed households",0.39622641509434,"strata","Umm an Naser","Vulnerability","Health and Shelther","Health and Shelther",40,"40% - 49%","Total Population"
"hlth_shltr_vul","Female headed households",0.571428571428571,"strata","An Nuseirat Camp","Vulnerability","Health and Shelther","Health and Shelther",57,"50% - 59%","Total Population"
"hlth_shltr_vul","Female headed households",0.423076923076923,"strata","Al Maghazi Camp","Vulnerability","Health and Shelther","Health and Shelther",42,"40% - 49%","Total Population"
"hlth_shltr_vul","Male headed households",0.388888888888889,"strata","An Nuseirat Camp","Vulnerability","Health and Shelther","Health and Shelther",39,"30% - 39%","Total Population"
"hlth_vul","Households with disability",0.904761904761905,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",90,"90% - 100%","Total Population"
"hlth_vul","Female headed households",0.5625,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Households with disability",0.933333333333333,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",93,"90% - 100%","Total Population"
"hlth_vul","Households without disability",0.556603773584906,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Households without disability",0.46078431372549,"strata","Umm an Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",46,"40% - 49%","Total Population"
"hlth_vul","Households with disability",0.588235294117647,"strata","Umm an Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",59,"50% - 59%","Total Population"
"hlth_vul","Households without disability",0.472727272727273,"strata","Wadi as Salqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Households with disability",0.777777777777778,"strata","Wadi as Salqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",78,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.513761467889908,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",51,"50% - 59%","Total Population"
"hlth_vul","Households without disability",0.458715596330275,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",46,"40% - 49%","Total Population"
"hlth_vul","Households without disability",0.575757575757576,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Households with disability",0.9,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",90,"90% - 100%","Total Population"
"hlth_vul","Households without disability",0.535714285714286,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",54,"50% - 59%","Total Population"
"hlth_vul","Households with disability",0.863636363636364,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",86,"80% - 89%","Total Population"
"hlth_vul","Households without disability",0.387755102040816,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",39,"30% - 39%","Total Population"
"hlth_vul","Male headed households",0.611111111111111,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",61,"60% - 69%","Total Population"
"hlth_vul","Female headed households",0.857142857142857,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",86,"80% - 89%","Total Population"
"hlth_vul","Male headed households",0.596491228070175,"strata","Jabalya Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","Female headed households",0.736842105263158,"strata","Jabalya Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",74,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.594339622641509,"strata","Juhor ad Dik","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",59,"50% - 59%","Total Population"
"hlth_vul","Female headed households",0.5,"strata","Juhor ad Dik","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",50,"50% - 59%","Total Population"
"hlth_vul","Male headed households",0.474576271186441,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.538461538461539,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",54,"50% - 59%","Total Population"
"hlth_vul","Male headed households",0.518518518518518,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","Male headed households",0.444444444444444,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",44,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.636363636363636,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",64,"60% - 69%","Total Population"
"hlth_vul","Male headed households",0.495049504950495,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",50,"50% - 59%","Total Population"
"hlth_vul","Female headed households",0.615384615384615,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.607142857142857,"strata","Jabalya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",61,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.644444444444444,"strata","Jabalya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",64,"60% - 69%","Total Population"
"hlth_vul","Male headed households",0.56198347107438,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Female headed households",0.846153846153846,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",85,"80% - 89%","Total Population"
"hlth_vul","Households without disability",0.472222222222222,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Households with disability",0.823529411764706,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",82,"80% - 89%","Total Population"
"hlth_vul","Households without disability",0.443478260869565,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",44,"40% - 49%","Total Population"
"hlth_vul","Households with disability",1,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",100,"90% - 100%","Total Population"
"hlth_vul","Households with disability",0.888888888888889,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",89,"80% - 89%","Total Population"
"hlth_vul","Female headed households",0.666666666666667,"strata","Deir al Balah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",67,"60% - 69%","Total Population"
"hlth_vul","Male headed households",0.576576576576577,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Female headed households",0.846153846153846,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",85,"80% - 89%","Total Population"
"hlth_vul","Male headed households",0.642276422764228,"strata","Gaza","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",64,"60% - 69%","Total Population"
"hlth_vul","Female headed households",0.727272727272727,"strata","Gaza","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",73,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.6,"strata","Jabalya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","Female headed households",0.888888888888889,"strata","Jabalya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",89,"80% - 89%","Total Population"
"hlth_vul","Non Refugee households",0.545454545454545,"strata","Al Musaddar","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",55,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.524590163934426,"strata","Al Musaddar","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.711864406779661,"strata","Al Qarara","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",71,"70% - 79%","Total Population"
"hlth_vul","Non Refugee households",0.628571428571429,"strata","Al Qarara","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",63,"60% - 69%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.59433962264151,"strata","An Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",59,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.6,"strata","An Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.443478260869565,"strata","An Nuseirat","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",44,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.823529411764706,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",82,"80% - 89%","Total Population"
"hlth_vul","Non Refugee households",0,"strata","Shokat as Sufi","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",0,"0% - 9%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.563636363636364,"strata","Az Zawayda","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.421052631578947,"strata","Az Zawayda","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",42,"40% - 49%","Total Population"
"hlth_vul","Non Refugee households",0.493150684931507,"strata","Bani Suheila","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",49,"40% - 49%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.350877192982456,"strata","Bani Suheila","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",35,"30% - 39%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.540983606557377,"strata","Beit Hanoun","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",54,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.571428571428571,"strata","Beit Hanoun","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",57,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.607142857142857,"strata","Beit Lahiya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",61,"60% - 69%","Total Population"
"hlth_vul","Male headed households",0.482142857142857,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",48,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.75,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",75,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.590909090909091,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",59,"50% - 59%","Total Population"
"hlth_vul","Female headed households",0.764705882352941,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",76,"70% - 79%","Total Population"
"hlth_vul","Female headed households",0.615384615384615,"strata","Umm an Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul","Male headed households",0.462264150943396,"strata","Umm an Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",46,"40% - 49%","Total Population"
"hlth_vul","Male headed households",0.490196078431373,"strata","Wadi as Salqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",49,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.529411764705882,"strata","Wadi as Salqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",53,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.742857142857143,"strata","Gaza","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",74,"70% - 79%","Total Population"
"hlth_vul","Households with disability",0.791666666666667,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",79,"70% - 79%","Total Population"
"hlth_vul","Households with disability",0.642857142857143,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",64,"60% - 69%","Total Population"
"hlth_vul","Households without disability",0.524271844660194,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","Households with disability",0.727272727272727,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",73,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.48695652173913,"strata","Beit Lahiya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",49,"40% - 49%","Total Population"
"hlth_vul","Female headed households",0.785714285714286,"strata","Beit Lahiya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",79,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.621621621621622,"strata","Al Bureij Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul","Female headed households",0.764705882352941,"strata","Al Bureij Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",76,"70% - 79%","Total Population"
"hlth_vul","Male headed households",0.474137931034483,"strata","Deir al Balah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.416666666666667,"strata","Al Fukhkhari","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",42,"40% - 49%","Total Population"
"hlth_vul","Non Refugee households",0.25,"strata","Al Fukhkhari","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",25,"20% - 29%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.582608695652174,"strata","Al Maghazi","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.666666666666667,"strata","Al Maghazi","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",67,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.583333333333333,"strata","Al Mughraqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.579545454545455,"strata","Al Mughraqa","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.5,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",50,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.526315789473684,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",53,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.6,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","In Camp Refugee households",0.515625,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","In Camp Refugee households",0.622950819672131,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.4,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",40,"40% - 49%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.473214285714286,"strata","Umm an Naser","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Non Refugee households",0.583333333333333,"strata","An Nuseirat","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",58,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.6,"strata","Shokat as Sufi","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","All households",0.56,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","All households",0.52,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","All households",0.46218487394958,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",46,"40% - 49%","Total Population"
"hlth_vul","All households",0.519685039370079,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","All households",0.651162790697674,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",65,"60% - 69%","Total Population"
"hlth_vul","All households",0.58955223880597,"strata","Rafah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",59,"50% - 59%","Total Population"
"hlth_vul","All households",0.515625,"strata","Rafah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","All households",0.614173228346457,"strata","Ash Shati' Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",61,"60% - 69%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.452054794520548,"strata","Beit Lahiya","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",45,"40% - 49%","Total Population"
"hlth_vul","In Camp Refugee households",0.640625,"strata","Al Bureij Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",64,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.5,"strata","Deir al Balah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",50,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.494117647058824,"strata","Deir al Balah","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",49,"40% - 49%","Total Population"
"hlth_vul","In Camp Refugee households",0.603305785123967,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",60,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.666666666666667,"strata","Deir al Balah Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",67,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.546875,"strata","Gaza","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",55,"50% - 59%","Total Population"
"hlth_vul","Households without disability",0.556701030927835,"strata","'Abasan al Jadida (as Saghira)","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Households with disability",0.666666666666667,"strata","Juhor ad Dik","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",67,"60% - 69%","Total Population"
"hlth_vul","Households without disability",0.461538461538462,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",46,"40% - 49%","Total Population"
"hlth_vul","In Camp Refugee households",0.616541353383459,"strata","Jabalya Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",62,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.513513513513513,"strata","Juhor ad Dik","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",51,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.626666666666667,"strata","Juhor ad Dik","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",63,"60% - 69%","Total Population"
"hlth_vul","Non Refugee households",0.434782608695652,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",43,"40% - 49%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.505882352941176,"strata","Khan Yunis","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",51,"50% - 59%","Total Population"
"hlth_vul","In Camp Refugee households",0.564516129032258,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",56,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0,"strata","Khan Yunis Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",0,"0% - 9%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.52212389380531,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","Non Refugee households",0.5,"strata","Khuza'a","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",50,"50% - 59%","Total Population"
"hlth_vul","Out-of Camp Refugee households",0.470588235294118,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",47,"40% - 49%","Total Population"
"hlth_vul","Non Refugee households",0.411764705882353,"strata","Madinat Ezahra","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",41,"40% - 49%","Total Population"
"hlth_vul","In Camp Refugee households",0.519685039370079,"strata","Al Maghazi Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",52,"50% - 59%","Total Population"
"hlth_vul","In Camp Refugee households",0.653543307086614,"strata","An Nuseirat Camp","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",65,"60% - 69%","Total Population"
"hlth_vul","Households without disability",0.440677966101695,"strata","An Nuseirat","Health Vulnerability","% of HHs experiencing health vulnerability","% of HHs experiencing health vulnerability",44,"40% - 49%","Total Population"
