"dependent.var","numbers","repeat.var","repeat.var.value","Indicator Group / Sector","research.question","sub.research.question"
"hp9",0.181071436985759,"governorate_wb","qalqiliya","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.17989417989418,"governorate_wb","ramallah","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.0469483568075117,"governorate_wb","salfit","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.00109742095884847,"governorate_wb","tubas","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.129268509913485,"governorate_wb","tulkarm","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.00344303527264352,"governorate_wb","hebron","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.364558640785723,"governorate_wb","jenin","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.206896551724138,"governorate_wb","jericho","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.0537883523326325,"governorate_wb","jerusalem_2","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.518993334744742,"governorate_wb","nablus","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.181071436985759,"governorate_wb","qalqiliya","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.17989417989418,"governorate_wb","ramallah","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.0469483568075117,"governorate_wb","salfit","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.00109742095884847,"governorate_wb","tubas","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.129268509913485,"governorate_wb","tulkarm","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"hp9",0.15121283195577,"governorate_wb","bethlehem","Health, Protection","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)","% of HH where at least one member is reporting signs of psychosocial distress (self-diagnosed)"
"l10_i",0.936410711446145,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.301989033413379,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.384615384615385,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.424242424242424,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.258205732427666,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.940141133643399,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.384615384615385,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.424242424242424,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.3,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.940141133643399,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.903334738108096,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.981295866511833,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.5,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.742116297894288,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.903334738108096,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.981295866511833,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.5,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.936410711446145,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.258205732427666,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.301989033413379,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.3,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_i",0.742116297894288,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Increased competition for jobs, not enough jobs"
"l10_ii",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.637317764257195,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.00127881544327258,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.0983335125455477,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.307692307692308,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.151515151515152,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.15,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.307692307692308,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.151515151515152,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.15,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.00700773520507713,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.435556492072064,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.0454545454545454,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.00700773520507713,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.435556492072064,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.0454545454545454,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.637317764257195,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.00127881544327258,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_ii",0.0983335125455477,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Available jobs are too far away"
"l10_iii",0.249124033099365,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0429623386186242,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.00267201906973811,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.363636363636364,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.249124033099365,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0429623386186242,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.00267201906973811,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.363636363636364,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.313767398393686,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.00170508725769677,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0769230769230769,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0126018666013898,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.313767398393686,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.00170508725769677,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0769230769230769,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iii",0.0126018666013898,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Only low-skilled, socially degrading, dangerous or low-paying jobs"
"l10_iv",0.0909090909090909,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.129817817953491,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0429623386186242,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0133600953486906,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.129817817953491,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0429623386186242,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0133600953486906,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0909090909090909,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.313767398393686,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.16460635289695,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.313767398393686,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.16460635289695,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0994086657419685,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.269230769230769,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.333333333333333,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.05,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.333333333333333,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.05,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.0994086657419685,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0.269230769230769,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_iv",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Underqualified for available jobs"
"l10_v",0.115802347543336,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.00489148373491193,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.000426271814424193,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.115802347543336,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.00489148373491193,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.000426271814424193,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.0303030303030303,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.0252037332027796,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.0303030303030303,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_v",0.0252037332027796,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of family/personal connections"
"l10_vi",0.0454545454545454,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.140329420761106,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.0537029232732803,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.00267201906973811,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.308875914658774,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.247122665252637,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.106934738116914,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.140329420761106,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.0537029232732803,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.00267201906973811,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.0454545454545454,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.308875914658774,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.247122665252637,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.106934738116914,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.121212121212121,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.25,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.0378055998041694,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.121212121212121,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.25,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vi",0.0378055998041694,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for women"
"l10_vii",0,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.00978296746982386,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0820900405412628,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.196667025091095,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0384615384615385,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0303030303030303,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0384615384615385,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0303030303030303,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0909090909090909,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0909090909090909,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.00978296746982386,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.0820900405412628,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_vii",0.196667025091095,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Lack of livelihood/employment opportunities for persons with disabilities"
"l10_viii",0.0157523332517373,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.0107405846546561,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00534403813947622,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00978296746982386,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.16460635289695,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.0994086657419685,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.192307692307692,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.212121212121212,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.1,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.0157523332517373,"governorate_wb","tulkarm","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.192307692307692,"governorate_wb","ramallah","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.212121212121212,"governorate_wb","salfit","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.1,"governorate_wb","tubas","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00525580140380785,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.0107405846546561,"governorate_wb","hebron","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00534403813947622,"governorate_wb","jenin","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.136363636363636,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00525580140380785,"governorate_wb","bethlehem","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.16460635289695,"governorate_wb","nablus","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.0994086657419685,"governorate_wb","qalqiliya","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.136363636363636,"governorate_wb","jericho","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
"l10_viii",0.00978296746982386,"governorate_wb","jerusalem_2","Livelihoods, Protection -GBV","Main barriers to employment","Restrictions on physically accessing work (e.g. checkpoints, permits)"
