X_uuid;difficulty_sex;difficulty_age;difficulty_seeing;difficulty_hearing;difficulty_walking;difficulty_remembering;difficulty_washing;difficulty_communicating
c454468e-5915-4afa-bcc1-325357caef95;male;47;;;a_lot_of_difficulty;;cannot_do_at_all;
5266b803-fe75-4d67-b2cb-3c2f6ceb0846;male;26;some_difficulty;;;;;
8bd68f9f-c749-490f-be23-aa50b4d42bd8;male;75;;;a_lot_of_difficulty;;a_lot_of_difficulty;
a03a8cab-ca53-4992-98f8-f47b96116732;female;17;some_difficulty;;;;;
b4985b47-6dbe-45ad-b1c4-0cd3cbbc9208;female;70;some_difficulty;;;;;
6f533387-b231-4f6b-9b2f-d6770a8c124e;female;47;some_difficulty;;;;;
c4011e0e-7bfe-4f8f-ac16-a7ff9197f8cd;female;55;;some_difficulty;a_lot_of_difficulty;;;
a95a42b9-e409-4829-849c-9d9aef6cad31;male;92;;cannot_do_at_all;cannot_do_at_all;;;
c67051f9-8cdc-406b-9f75-6f644cd9b88c;male;73;;;some_difficulty;;;
5e5e3841-0caf-4f84-b66b-419840380cef;male;56;some_difficulty;;;;;
5e5e3841-0caf-4f84-b66b-419840380cef;female;31;some_difficulty;;;;;
5fa867ec-7933-4b12-8e58-73d7a49b0839;female;58;some_difficulty;;some_difficulty;some_difficulty;;
58e2a73e-05d4-4e90-b899-c0d9f8cae4c6;female;18;some_difficulty;;;;;
163c7e56-1222-4644-967c-5a0e6f92d37f;female;18;;;no_difficulty;a_lot_of_difficulty;;a_lot_of_difficulty
163c7e56-1222-4644-967c-5a0e6f92d37f;female;70;;;a_lot_of_difficulty;no_difficulty;;no_difficulty
9c0c18a9-e0fc-44bf-8e79-4cfd5a3a05ff;male;80;;no_difficulty;some_difficulty;;;
9c0c18a9-e0fc-44bf-8e79-4cfd5a3a05ff;female;80;;some_difficulty;a_lot_of_difficulty;;;
90bca667-60d8-4ae0-a093-fce1df4f4bf6;male;73;;some_difficulty;;;;
95b4652b-c0fd-432c-aaa6-651890fc0c70;male;36;;;;;;a_lot_of_difficulty
cde9263e-f3db-491b-baf7-f115eea35952;male;75;;;some_difficulty;some_difficulty;;
5175b338-d44a-41cb-8401-234c7e709c43;male;9;;;cannot_do_at_all;;cannot_do_at_all;cannot_do_at_all
03883458-36e9-4dd4-832d-d977494f8ce9;female;2;;;;;;
36ed6864-11a0-4d69-a22f-f9816c6c1f84;female;19;;;;a_lot_of_difficulty;;cannot_do_at_all
b9e216ec-3b69-4669-a3ed-3a0d998a3d0f;female;31;;;a_lot_of_difficulty;;;
dda07c05-081a-4501-9074-1fd5bd97eb18;female;23;;;;a_lot_of_difficulty;cannot_do_at_all;cannot_do_at_all
deab4293-a12c-42f5-9bea-83bde27dc966;female;13;;some_difficulty;some_difficulty;;;
1dbcaba5-848b-4289-8b0e-4910bc833c9a;male;24;some_difficulty;;some_difficulty;;;
af8f33a8-3011-43c2-807e-635304ed0642;female;82;;;a_lot_of_difficulty;;a_lot_of_difficulty;
7db0e175-e65e-4655-834d-b78cc871b0b9;male;32;;;some_difficulty;;;
8a4367aa-b0fb-4df4-8aa7-e4f3cb91dbc5;female;10;some_difficulty;;;;;
00dc2a7d-ffe4-4fcc-b248-baca2687dda1;female;53;;;a_lot_of_difficulty;;;
d028c99c-67e5-4372-ab64-e9b337cfbc2d;female;64;some_difficulty;;;;;
25563f5e-2ddf-408b-9fd6-294b6ca268fa;male;62;some_difficulty;;;;;
20b94774-e103-45eb-9548-fbcf982de7ef;male;59;some_difficulty;;;;;
e59386df-a116-46ed-b40b-51ad45389515;female;56;some_difficulty;;;no_difficulty;no_difficulty;no_difficulty
e59386df-a116-46ed-b40b-51ad45389515;female;12;some_difficulty;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
ee480815-e328-4aee-aafd-5e1caa9cf849;female;68;;some_difficulty;;;;
6fcada9d-9e51-4003-87a7-291abf65ea5c;female;83;a_lot_of_difficulty;;a_lot_of_difficulty;;;
6fcada9d-9e51-4003-87a7-291abf65ea5c;female;63;a_lot_of_difficulty;;a_lot_of_difficulty;;;
0688c787-bc5a-49c3-9828-251b2b9846a4;male;61;;;a_lot_of_difficulty;;;
8b4a7369-1e2a-4281-9553-a8f4bf6ef519;female;65;a_lot_of_difficulty;;a_lot_of_difficulty;;;
44277214-cf79-4613-98ec-d18159c5d6c3;male;6;;;some_difficulty;;;
3a8607e9-f217-45c7-9781-bbb438b163f3;female;50;;;;a_lot_of_difficulty;;a_lot_of_difficulty
3a8607e9-f217-45c7-9781-bbb438b163f3;female;48;;;;a_lot_of_difficulty;;a_lot_of_difficulty
3e69ae8f-ad53-4194-a032-adee96bdd3a4;female;50;;;some_difficulty;;;
05656702-d223-4be7-835a-ad1a60cf16c1;male;22;no_difficulty;;;a_lot_of_difficulty;;
05656702-d223-4be7-835a-ad1a60cf16c1;female;12;some_difficulty;;;a_lot_of_difficulty;;
b74f45ac-6dbd-45f5-a1a3-c080bb1fb866;male;68;;some_difficulty;;;;
e4718425-e663-4566-9211-dc3a88b9580d;male;28;a_lot_of_difficulty;;;;;
6c0a4c6e-d06a-4c18-89f6-f8381e9dd268;male;28;;;cannot_do_at_all;;some_difficulty;
6e5704fb-e94a-455b-8083-49e238bc5033;female;68;a_lot_of_difficulty;;;;;
3b9ae3b2-ede8-4c6f-97a9-f4f00bb36775;female;74;some_difficulty;some_difficulty;some_difficulty;;;
5514e496-410e-4660-be0d-44ff2dec3346;female;47;some_difficulty;;;;;
66390bb8-fadc-47e1-ba46-da213cf23496;male;15;some_difficulty;;;;;
66390bb8-fadc-47e1-ba46-da213cf23496;female;41;a_lot_of_difficulty;;;;;
47cdab20-87aa-4445-9cf8-921844988270;female;73;;;a_lot_of_difficulty;;;
42c3e9a9-2501-46e3-bd46-fb93b9f950ea;male;8;;some_difficulty;;;;
80580bb7-1e9b-40f9-8c78-2691d3bc9d00;male;17;some_difficulty;;;;;
7dc74c8f-4b07-405b-981c-2adf5f0ed251;female;33;;;;;cannot_do_at_all;cannot_do_at_all
a2889a0a-b7d4-42af-b83e-7a62507dc419;female;70;;;a_lot_of_difficulty;;;
e57a8680-9d4f-4f6b-aff7-2e3a8859bdc6;female;60;some_difficulty;some_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;;
8c31681f-86df-47fe-b79e-a30ab76255c3;male;80;cannot_do_at_all;;cannot_do_at_all;some_difficulty;cannot_do_at_all;
8c31681f-86df-47fe-b79e-a30ab76255c3;female;67;some_difficulty;;a_lot_of_difficulty;no_difficulty;no_difficulty;
d7496683-ff88-4c7c-9f77-14ad1c454322;male;35;;;no_difficulty;some_difficulty;;
d7496683-ff88-4c7c-9f77-14ad1c454322;female;30;;;some_difficulty;no_difficulty;;
427c7a39-37e7-4fa1-910b-2d168a974953;male;43;some_difficulty;;;;;
6c58c9dc-b14b-4a3b-8518-127ebb2c3535;male;40;some_difficulty;;some_difficulty;;;
a3081e85-2a12-4c45-a80d-6d2288273743;male;12;;;some_difficulty;;;
a3081e85-2a12-4c45-a80d-6d2288273743;male;74;;;a_lot_of_difficulty;;;
7b2f7ce6-a502-44ea-8c81-8836fe99b7ca;male;50;;;some_difficulty;;;
baeabd37-d3ff-4ecc-999c-dccdacedee95;male;46;;some_difficulty;some_difficulty;;;
2d2a1945-7906-4b4d-a6c9-4948fb2409ff;male;3;;;;;;
1dd55955-bdc5-486a-b495-291840ad0dad;female;80;;some_difficulty;cannot_do_at_all;;;
e202be28-5920-44a0-a001-ff8b3afed4ec;male;61;some_difficulty;;no_difficulty;;;no_difficulty
e202be28-5920-44a0-a001-ff8b3afed4ec;female;49;a_lot_of_difficulty;;a_lot_of_difficulty;;;no_difficulty
e202be28-5920-44a0-a001-ff8b3afed4ec;male;13;no_difficulty;;no_difficulty;;;a_lot_of_difficulty
b0867ba5-41ca-45b9-b3e5-8c5092bb6b7f;female;8;;some_difficulty;;;;
0a7a3fb9-d0ef-48c9-932f-86ef6b6e50db;male;73;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;;a_lot_of_difficulty;
0a7a3fb9-d0ef-48c9-932f-86ef6b6e50db;female;52;some_difficulty;no_difficulty;no_difficulty;;no_difficulty;
b28b63c5-2b25-49e6-b07c-81779a4b209c;male;27;a_lot_of_difficulty;;;no_difficulty;;
b28b63c5-2b25-49e6-b07c-81779a4b209c;male;17;no_difficulty;;;a_lot_of_difficulty;;
88e6ef2c-7d96-4c74-9d4b-dbc4068db6bf;male;47;a_lot_of_difficulty;;;;no_difficulty;no_difficulty
88e6ef2c-7d96-4c74-9d4b-dbc4068db6bf;female;20;no_difficulty;;;;a_lot_of_difficulty;a_lot_of_difficulty
88e6ef2c-7d96-4c74-9d4b-dbc4068db6bf;female;15;a_lot_of_difficulty;;;;no_difficulty;no_difficulty
555959cd-62df-40f8-ab77-d2f66c334f14;female;52;a_lot_of_difficulty;;a_lot_of_difficulty;;;
555959cd-62df-40f8-ab77-d2f66c334f14;male;19;some_difficulty;;no_difficulty;;;
dc90c320-ae7c-4457-aa17-a2277202cba0;female;37;;some_difficulty;;;;
0488795b-5b99-4b80-a5c8-20eb14a990e3;male;3;;;;;;
35720ee9-b04a-4f96-a17d-ac8f5c43070e;male;73;;no_difficulty;a_lot_of_difficulty;no_difficulty;;
35720ee9-b04a-4f96-a17d-ac8f5c43070e;female;75;;no_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;;
35720ee9-b04a-4f96-a17d-ac8f5c43070e;female;33;;a_lot_of_difficulty;no_difficulty;no_difficulty;;
4da6b334-ae90-42fc-aebb-92ea0e9cfce6;male;13;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
b9c66a6e-b6b3-4182-9125-e95ff8fd4e02;male;20;cannot_do_at_all;;;;a_lot_of_difficulty;
6d9eee0b-92be-4f89-8c71-a3f537a45027;male;30;;some_difficulty;;;;
8b59e132-28ea-46c7-b864-54f119dbc253;female;18;;;a_lot_of_difficulty;;;
2604f616-3b09-467a-8312-20a77cafe7da;female;49;a_lot_of_difficulty;;;;;
a05154d6-7885-4d40-bea5-14feadd59b2e;male;26;a_lot_of_difficulty;;;;;
97819e8f-64a6-4f5a-9f60-04816dfa3d25;male;12;;some_difficulty;;;;
bad6e4d5-8ef8-495c-bc28-a248501557aa;female;55;some_difficulty;;a_lot_of_difficulty;;;
6f567b6e-f371-4360-a094-372af84b231e;male;58;some_difficulty;;;;;
6f567b6e-f371-4360-a094-372af84b231e;female;49;a_lot_of_difficulty;;;;;
8151e444-0ac2-44f6-8740-e04966ec38d6;male;42;some_difficulty;;;;;
074f7330-0ebd-447f-b4d4-d1a9ce9aed9c;female;64;;;some_difficulty;;;
b05f0b60-0b47-4fc9-abf9-72a7dfb3990e;male;14;;some_difficulty;;;;
2c4cfdbb-5c3a-40f3-b45e-28d40c500bda;male;51;;some_difficulty;;;;
157267d6-7c0f-4317-911d-de90d06174f3;male;19;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
9fdd1566-18d2-4cf9-9ec1-b442b9a0758a;female;1;;;;;;
5fd25f4a-1ab3-4b0d-b69a-2a79feedfce7;male;33;no_difficulty;;;;;
85206709-29ba-42bb-9746-28e060e587ac;male;48;no_difficulty;;;;;
e44011e6-56a7-4157-af15-77bd40ac77bd;female;58;no_difficulty;;;;;
28b3ce04-f836-40a4-be59-bef1cd16ff05;male;21;a_lot_of_difficulty;some_difficulty;;;;
9a5ee4e5-54df-4429-9e8e-8427ae0b3073;male;14;;;;;;a_lot_of_difficulty
cf8fe2e0-6d67-4128-a9fd-7b6984d14fe6;male;49;;;some_difficulty;;;
5168cdb1-697f-4647-8f3e-e7f72cd6c7b9;male;44;;;a_lot_of_difficulty;;some_difficulty;
5168cdb1-697f-4647-8f3e-e7f72cd6c7b9;female;80;;;a_lot_of_difficulty;;some_difficulty;
e157b629-2aa8-4d47-8a3d-309fd655dd78;male;42;;;some_difficulty;;;
e157b629-2aa8-4d47-8a3d-309fd655dd78;female;7;;;some_difficulty;;;
13a11fd6-afa3-4d33-97fa-338a5979a102;male;22;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
6356798d-927b-4149-a02c-0497e3b19a77;female;57;some_difficulty;;;;;
fb5a7999-116f-4ecc-86ef-c7209a8a0121;female;67;some_difficulty;some_difficulty;some_difficulty;;;
fb5a7999-116f-4ecc-86ef-c7209a8a0121;female;43;no_difficulty;no_difficulty;some_difficulty;;;
84679040-91fe-4f2c-a022-a421e2d51ce8;male;82;;;cannot_do_at_all;;;
43894e8a-dead-468c-8a1f-5f2de299b338;female;6;;;cannot_do_at_all;a_lot_of_difficulty;cannot_do_at_all;a_lot_of_difficulty
f3574a7d-c195-4504-bc3d-1b2fb9f8484e;male;7;;;cannot_do_at_all;a_lot_of_difficulty;cannot_do_at_all;a_lot_of_difficulty
2acb9834-b10d-4c37-8c85-c75ffedffefc;female;70;;some_difficulty;some_difficulty;;;
d4ddf2ae-6772-4f8e-ac1d-6b78bb6130ac;female;64;some_difficulty;no_difficulty;some_difficulty;no_difficulty;;
d4ddf2ae-6772-4f8e-ac1d-6b78bb6130ac;male;68;no_difficulty;a_lot_of_difficulty;some_difficulty;a_lot_of_difficulty;;
678f3bd2-284d-4f74-915b-2ab5c1b87bf9;female;75;;;a_lot_of_difficulty;;;
ed5edc89-db35-4ea0-900f-0e5fbad588fe;female;4;;;;;;
ed5edc89-db35-4ea0-900f-0e5fbad588fe;female;53;a_lot_of_difficulty;;a_lot_of_difficulty;;;
b25b0050-d163-48c9-9685-9a694525b54b;male;66;;;a_lot_of_difficulty;;;
a822591f-a605-4f57-a6f3-3c01c4a71091;male;95;;some_difficulty;a_lot_of_difficulty;;;
49042858-227b-4656-9d32-b61a08659058;male;28;a_lot_of_difficulty;;a_lot_of_difficulty;;;
49042858-227b-4656-9d32-b61a08659058;female;55;no_difficulty;;a_lot_of_difficulty;;;
f20d0179-e8e2-4aad-8550-5d1a4b49cad7;male;16;some_difficulty;;;;;
4558a310-29b0-4d74-948a-dd684924bf0c;male;74;a_lot_of_difficulty;;some_difficulty;;no_difficulty;
4558a310-29b0-4d74-948a-dd684924bf0c;female;79;some_difficulty;;cannot_do_at_all;;a_lot_of_difficulty;
2d959a4e-bd52-4500-8fc6-4e0d7edc8226;male;5;;;a_lot_of_difficulty;a_lot_of_difficulty;;a_lot_of_difficulty
b2e5608d-3823-46f2-929c-9cb5479b9883;male;43;a_lot_of_difficulty;;;;;
b4bdbdc4-800c-4ef9-8253-7019942ffaee;female;23;some_difficulty;;;;;
fd8b2efc-cdec-4d5a-a5d0-01e05a0ca4b3;female;62;;;a_lot_of_difficulty;;;
c7115d4b-e2a0-4ed8-89af-384943c7b753;male;42;;;some_difficulty;;;
9998ac69-3a75-4d76-b674-74e4c8ed4f26;male;53;some_difficulty;no_difficulty;;;;
9998ac69-3a75-4d76-b674-74e4c8ed4f26;female;49;no_difficulty;some_difficulty;;;;
3f861e10-f29a-4bb0-b358-c455d462c431;male;55;some_difficulty;;no_difficulty;;no_difficulty;
3f861e10-f29a-4bb0-b358-c455d462c431;male;85;some_difficulty;;cannot_do_at_all;;a_lot_of_difficulty;
ebc8a72e-3931-454b-b5e1-e09cd988eb01;female;34;some_difficulty;;;;;
a517649b-eb34-40aa-9e8c-53d9b7783a2b;male;18;;some_difficulty;;;;
1ccfe118-1ab1-4a82-8343-37103d763963;female;46;;a_lot_of_difficulty;;;;
226af987-5725-4bb2-a2aa-bc318f0662ad;male;33;a_lot_of_difficulty;;;;;
d75e8e3f-4407-4781-bc00-15e5ad47bf8b;female;5;a_lot_of_difficulty;;;;;
10d38add-ebb7-46fd-8173-933ba9530083;male;44;no_difficulty;;a_lot_of_difficulty;;;no_difficulty
10d38add-ebb7-46fd-8173-933ba9530083;male;14;no_difficulty;;no_difficulty;;;some_difficulty
10d38add-ebb7-46fd-8173-933ba9530083;female;11;some_difficulty;;no_difficulty;;;no_difficulty
a04fe0d4-c927-4247-a803-c19931515606;male;54;;;some_difficulty;;;
5b602fe7-4e0d-4651-a1c8-226a980ff259;male;13;;some_difficulty;;;;
6f6e52e8-ff8e-476f-a930-e0dcae5b78f6;male;64;some_difficulty;;cannot_do_at_all;a_lot_of_difficulty;cannot_do_at_all;a_lot_of_difficulty
6f6e52e8-ff8e-476f-a930-e0dcae5b78f6;female;61;some_difficulty;;some_difficulty;no_difficulty;no_difficulty;no_difficulty
03a9a931-6f94-4739-abe7-d8bc09204b80;male;12;;;some_difficulty;some_difficulty;;
4e62877c-5e06-4067-9f7a-1cd26a50cc6c;female;73;;;some_difficulty;;;
31e20774-23e0-44b8-8983-3a33afcf573b;male;39;a_lot_of_difficulty;;a_lot_of_difficulty;;a_lot_of_difficulty;a_lot_of_difficulty
d469c4c2-4015-4741-80fe-a970640f3993;male;2;;;;;;
33b34248-5699-4a93-8e68-b11852d014e7;female;5;;;;;;some_difficulty
52db35f3-ae38-4992-99ef-5ff30e338edc;male;27;some_difficulty;;;;;
68d79515-7fe7-4f5f-a4b3-ea56856d9abf;female;62;a_lot_of_difficulty;;;;;
baa92b25-e8dd-47bb-914b-92bd820e6ad1;male;18;a_lot_of_difficulty;;;;;
7fc91315-2771-4d31-b08a-dea642f50166;female;29;;a_lot_of_difficulty;;;;
8fcd756c-95bf-47a8-9cdd-cca5dd6c720b;male;57;;a_lot_of_difficulty;;;;
0e94f80d-352e-4d7d-ac0f-27aa6940b556;female;51;;;some_difficulty;;;
1e566390-a1cb-4a2d-ac19-e0cda6939921;female;50;;;some_difficulty;;;
f010becf-1564-404d-bdd3-28b7bb84f97a;male;70;some_difficulty;;a_lot_of_difficulty;;a_lot_of_difficulty;
f010becf-1564-404d-bdd3-28b7bb84f97a;male;70;some_difficulty;;a_lot_of_difficulty;;a_lot_of_difficulty;
bcc9c7fd-c60a-471c-b8fc-87bced56d989;female;94;;;cannot_do_at_all;;;
9f6b87e5-97ac-4c45-9316-03bd90a0e62a;female;15;a_lot_of_difficulty;some_difficulty;;;;
ae91d3ed-df42-4d7a-bbf7-f964f945be72;male;73;;;a_lot_of_difficulty;;;
0a3a7b7d-51db-41fe-bf66-5da5d6f89662;male;12;some_difficulty;;;;;
d150cb40-59dc-4086-ba61-3554ba9beb1b;male;10;;some_difficulty;;;;
b85f17e3-868f-4fb2-be99-3fd12cbc8969;male;18;some_difficulty;;;;;
1cf0fe24-86b8-4ee7-8b2c-b5b24aafa739;male;10;a_lot_of_difficulty;some_difficulty;;;;
1cf0fe24-86b8-4ee7-8b2c-b5b24aafa739;male;10;a_lot_of_difficulty;some_difficulty;;;;
8b3f1a4e-1c37-468c-a8c7-d7f9c9674c5e;female;70;some_difficulty;a_lot_of_difficulty;a_lot_of_difficulty;;;
b76f6263-c6ef-4180-892c-72e9f3d42c08;female;70;;;a_lot_of_difficulty;;;
ea11108e-a67c-4fdb-9084-f70c20c33636;female;77;some_difficulty;;a_lot_of_difficulty;;a_lot_of_difficulty;
f345f522-2f5e-4532-a97e-0e0e60f081b6;male;66;some_difficulty;;a_lot_of_difficulty;;;
fbec7460-c48e-4b7c-bcd7-48ae861ada70;female;53;some_difficulty;;;;;
8c6993e5-2976-4fa5-90a9-7d2d21325e94;male;47;;a_lot_of_difficulty;;;;
e410614f-3b5b-4919-853e-14ac89a55a93;female;56;some_difficulty;;;;;
e410614f-3b5b-4919-853e-14ac89a55a93;male;20;some_difficulty;;;;;
e410614f-3b5b-4919-853e-14ac89a55a93;female;18;some_difficulty;;;;;
5512f70a-32ad-497f-a2bb-d6ba75e9243b;female;69;a_lot_of_difficulty;;;;;
207b6bd2-9856-4bd1-a1dd-b66c077c40dd;female;55;;;cannot_do_at_all;;cannot_do_at_all;
3e6ac321-2484-43d4-b392-cf9521d6fca8;male;58;a_lot_of_difficulty;;a_lot_of_difficulty;;;
33299383-5e6e-4835-b21c-dc9be3eb713c;male;65;;;a_lot_of_difficulty;;;
c9c1b06b-c473-4c7e-84b0-f3baf055cf02;female;8;;;;;;some_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;male;60;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;male;30;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;male;28;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;female;36;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;female;52;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
62ca4b07-7b19-4bee-9397-38eb74386a6e;female;48;;;;a_lot_of_difficulty;a_lot_of_difficulty;a_lot_of_difficulty
b22d8252-f29d-437e-b48b-f683e91f9a15;male;13;;;;;;a_lot_of_difficulty
b22d8252-f29d-437e-b48b-f683e91f9a15;male;8;;;;;;some_difficulty
25f9b4b5-e14e-4a13-9642-3b6d078b3dc5;male;70;;a_lot_of_difficulty;;;;
88ebeb17-1c20-4412-87b5-e3eba5ed9e33;female;53;some_difficulty;;;;;
f904085b-0218-4fd2-9775-c26677a5f4ee;female;65;;;;;a_lot_of_difficulty;
70e74f7b-78a5-47e1-a89c-9a5d811f061b;male;66;;;some_difficulty;;;
8c8f2f9b-67f7-45d3-9c80-33eb2bcd5643;female;1;;;;;;
1a4c9611-2f7d-4338-a1ae-b13e052897fd;female;53;;;some_difficulty;;;
35d561fe-9c2c-4c62-9d0a-115b82c306f1;male;5;;some_difficulty;;;;
35d561fe-9c2c-4c62-9d0a-115b82c306f1;male;6;;some_difficulty;;;;
bf3d94b8-dd7a-4e55-bd75-d548302df847;male;52;;;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all;cannot_do_at_all
f8144e81-e38e-489c-ae66-ae6208a9694d;female;85;;;;;some_difficulty;
c8f4fa63-5971-4136-a121-81987b58c774;female;19;;;some_difficulty;;;
0a5e3b8a-6dca-4fcd-83eb-0f73cd954654;female;40;;;;a_lot_of_difficulty;;a_lot_of_difficulty
cdd67e38-933f-4828-af80-854fc47fbaa9;male;57;no_difficulty;some_difficulty;;;;
03275a9a-ef11-4247-b291-8e3f2cfcef21;male;23;no_difficulty;some_difficulty;;;;
03275a9a-ef11-4247-b291-8e3f2cfcef21;male;58;some_difficulty;some_difficulty;;;;
e44a357d-f132-471c-9c7e-7cbe214e5c98;male;55;;;some_difficulty;;;
5845a772-cd5e-4806-9be8-f1a47ccb73b4;male;10;;;;some_difficulty;;
55e13441-89f4-4c3b-96d2-a0caec89c302;male;24;;;;some_difficulty;;some_difficulty
f3c480c1-7605-405d-a2ea-0198a012618d;male;63;some_difficulty;;;;;
c8d2881e-404e-4f4b-bcba-5e30b31accc8;female;4;;;;;;
ab59fd63-c9f3-49b8-aaaa-6a2f4372961d;male;59;;;some_difficulty;;;
50ac5c80-9f8f-4e43-be54-549cba34a2ee;male;35;;;a_lot_of_difficulty;some_difficulty;a_lot_of_difficulty;
b14b0ed8-6400-46c3-b1df-813d041ee828;male;75;some_difficulty;some_difficulty;;;;
7b03b5c0-236b-4732-93eb-977eb2ffd7f8;female;82;;;some_difficulty;;;
58ba73b7-80d9-4b8d-b858-d5d809499806;male;48;a_lot_of_difficulty;;;;;
63562fad-abb3-4a46-9ded-87b8459cb8de;female;60;;some_difficulty;some_difficulty;;;
d41b38e5-ddbd-4ceb-ac92-84be9680bd69;male;13;a_lot_of_difficulty;;;;;
998d90ff-c5d7-4842-a755-5c050447dedb;female;30;;;a_lot_of_difficulty;;;
48a06e07-f85b-4e72-b89e-048ea9057b59;male;35;a_lot_of_difficulty;;some_difficulty;;;
d47836ae-d74d-4ca0-95b7-d71e178e40ba;female;11;;;;a_lot_of_difficulty;;a_lot_of_difficulty
5370858a-8827-44ac-a32f-991a6a1b1530;female;77;;;cannot_do_at_all;a_lot_of_difficulty;cannot_do_at_all;a_lot_of_difficulty
ab68e631-eda5-4ff3-9913-39aeb6ba5f3a;male;33;no_difficulty;;;;;
ab68e631-eda5-4ff3-9913-39aeb6ba5f3a;female;28;no_difficulty;;;;;
2bf8c19c-d6ce-4b7d-81ad-ae38c4b2ff3b;female;62;no_difficulty;;a_lot_of_difficulty;;;
2bf8c19c-d6ce-4b7d-81ad-ae38c4b2ff3b;female;49;no_difficulty;;no_difficulty;;;
293a96e0-0ec5-412e-952c-d4667571eff7;female;8;a_lot_of_difficulty;;;;;
232eba73-f892-48f8-8e0a-7d70df72f268;male;12;a_lot_of_difficulty;;;some_difficulty;some_difficulty;cannot_do_at_all
f50b25e4-25f5-48ee-8ff7-2e834f7da221;male;19;;cannot_do_at_all;;;;
f50b25e4-25f5-48ee-8ff7-2e834f7da221;female;17;;cannot_do_at_all;;;;
f50b25e4-25f5-48ee-8ff7-2e834f7da221;female;16;;cannot_do_at_all;;;;
f50b25e4-25f5-48ee-8ff7-2e834f7da221;female;14;;cannot_do_at_all;;;;
dc065bea-6669-4881-a6e0-27b33d3bc737;male;67;;;some_difficulty;;;
a3a1cd85-a0f1-44e9-83e6-efe89949bd2c;male;75;a_lot_of_difficulty;;no_difficulty;some_difficulty;;
a3a1cd85-a0f1-44e9-83e6-efe89949bd2c;female;61;no_difficulty;;some_difficulty;some_difficulty;;
194d5a1f-7102-4e17-9d41-52b591ebedf2;male;59;;;a_lot_of_difficulty;;;no_difficulty
194d5a1f-7102-4e17-9d41-52b591ebedf2;female;18;;;a_lot_of_difficulty;;;a_lot_of_difficulty
91ab2fd9-aa75-4dfb-9afd-592ef27e01fb;male;10;some_difficulty;some_difficulty;;;;
91ab2fd9-aa75-4dfb-9afd-592ef27e01fb;female;8;a_lot_of_difficulty;a_lot_of_difficulty;;;;
61bdf9cf-ecec-4b93-995c-429a22108ac1;male;6;some_difficulty;;;;;
64062f7c-2998-4d38-a89d-f3cee3bd9403;female;9;some_difficulty;;;;;
5586a9be-14ec-4d02-b85b-7a6d9cbdd5cc;male;29;;some_difficulty;;;;
fa04648a-2ab0-4391-9a72-700cb170ede9;female;13;some_difficulty;;;some_difficulty;;
ef203132-5abd-4da7-913f-c9b8a405ca22;male;61;;a_lot_of_difficulty;;;;
48712fb4-2590-4546-b0f0-0684d67f59e4;female;70;;;a_lot_of_difficulty;;;
d40d8fe5-6b51-41d0-b7d0-389242c5362f;female;70;some_difficulty;;;;;
bd2354e8-2577-441e-93c4-1114a18f8749;male;15;;;a_lot_of_difficulty;;some_difficulty;
bd2354e8-2577-441e-93c4-1114a18f8749;female;16;;;a_lot_of_difficulty;;a_lot_of_difficulty;
a33d2186-d07b-4cf0-88b6-aff8ab9ac2bc;male;72;;some_difficulty;some_difficulty;;;
403d769c-54cb-4f4d-b162-82a7746bf171;male;35;;;cannot_do_at_all;;;
09400e44-c117-4bac-b526-242f7b0719a5;male;28;;;a_lot_of_difficulty;;;
68c298c3-3571-4dae-8cf0-030da56de9bd;male;12;;;some_difficulty;;;
cae2e2a3-2dcb-49ea-b58f-29cb1027af03;male;12;;;;;;a_lot_of_difficulty
4e2e48c6-42ca-4bc7-a11e-dab751bf29f4;female;70;some_difficulty;some_difficulty;;;;
5f5b918c-69ca-431d-a915-6f00fdf89a50;male;75;;;a_lot_of_difficulty;;;
54cdc533-028c-4c68-95c0-2af7e00c5236;male;60;some_difficulty;;;;;
3ef1906d-33b0-46d1-ab7a-3c317618ce68;female;86;;some_difficulty;some_difficulty;;;
6f073eae-c6de-472d-8462-3a0329905686;male;50;;some_difficulty;no_difficulty;;no_difficulty;
